,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
23,300816,艾可蓝,27.81,18.04,38.0848,43.5769,,241.4421,
24,688309,恒誉环保,27.65,35.02,51.4979,35.2927,0.5881,100.7507,1.6789
25,300272,开能健康,27.59,71.31,34.8918,300.0959,0.7536,420.7957,1.0567
26,002027,分众传媒,26.76,47.07,71.8153,3346.96,0.228,7109.9756,0.4844
27,300989,蕾奥规划,26.14,13.24,46.8984,16.7102,0.557,126.1369,4.2045
28,300571,平治信息,25.74,23.6,46.8874,110.064,0.9143,466.2147,3.8731
29,601003,柳钢股份,25.63,9.03,13.1324,2040.5734,0.7962,22583.2885,8.8119
30,000932,华菱钢铁,24.94,7.9,16.8435,3438.5943,1.1402,43480.6631,14.4183
31,600338,西藏珠峰,24.23,47.91,73.2401,529.9541,0.8115,1106.0175,1.6937
32,300107,建新股份,23.84,44.09,63.4614,283.3705,0.5183,642.6364,1.1754
33,002959,小熊电器,23.72,9.28,32.9823,85.2806,,918.0006,
34,600309,万华化学,23.08,23.12,40.123,6949.9344,2.542,30054.1746,10.9926
35,000540,中天金融,23.02,112.46,35.8797,4739.0735,0.6725,4213.8713,0.598
36,600230,沧州大化,22.77,30.8,54.1841,768.0617,1.8648,2493.179,6.0534
37,300751,迈为股份,22.45,25.1,43.3465,89.5176,2.2953,356.5223,9.1415
38,603948,建业股份,22.22,13.34,23.4522,143.7459,,1077.062,
39,603260,合盛硅业,22.01,26.41,41.7434,1445.9071,2.158,5473.0941,8.1687
40,300752,隆利科技,21.91,11.65,21.423,80.4753,1.4767,690.3974,12.6687
41,300251,光线传媒,21.86,292.27,46.2127,2107.1368,0.7182,720.9344,0.2457
42,688109,品茗股份,21.58,28.12,89.6809,26.5619,0.6514,94.4444,2.3162
43,603185,上机数控,21.53,30.92,48.0695,120.464,1.2747,389.5397,4.1221
44,002110,三钢闽光,21.41,18.37,26.5447,3233.3046,2.3538,17595.0623,12.8093
45,600132,重庆啤酒,21.27,11.9,39.4065,209.8733,0.4336,1763.5794,3.6439
46,000629,攀钢钒钛,21.07,16.98,25.3882,1150.4206,0.1339,6771.9911,0.7883
47,605098,行动教育,20.79,24.52,74.183,45.9033,0.7257,187.1708,2.9591
48,603799,华友钴业,20.69,22.22,38.4586,1507.6084,2.5437,6783.2036,11.445
49,301020,密封科技,20.67,23.2,48.4924,53.4442,0.4867,230.2805,2.0972
50,300860,锋尚文化,20.54,22.28,37.5184,60.8559,1.1258,273.0334,5.0511
51,688215,瑞晟智能,20.42,18.72,39.11,14.6949,0.4893,78.4637,2.6128
52,603551,奥普家居,20.07,19.89,51.3916,176.8532,,889.0337,
53,300122,智飞生物,19.99,32.93,59.1991,682.3785,0.4264,2071.8761,1.2949
54,300601,康泰生物,19.97,26.92,90.7588,286.3664,0.4517,1063.7012,1.6781
55,605288,凯迪股份,19.93,24.42,39.8108,134.8267,,552.0395,
56,002940,昂利康,19.84,13.76,68.7246,84.4941,1.2517,613.6594,9.0912
57,002943,宇晶股份,19.19,24.27,44.874,66.112,0.8814,272.3385,3.6311
58,603288,海天味业,19.18,25.77,47.1116,2248.0178,0.8322,8720.0479,3.2282
59,000672,上峰水泥,19.08,24.47,44.3069,509.6262,0.6263,2081.9053,2.5588
60,002016,世荣兆业,18.91,43.03,65.562,442.4024,0.5467,1028.0141,1.2705
61,605111,新洁能,18.82,22.67,33.6661,81.9363,1.0795,361.2999,4.7602
62,600398,海澜之家,18.65,20.63,40.5911,2066.0107,0.4598,10013.6428,2.2288
63,300820,英杰电气,18.54,28.75,43.7175,70.0058,,243.4532,
64,603868,飞科电器,18.47,21.92,39.3515,398.1746,0.914,1815.7808,4.1684
65,600566,济川药业,18.33,22.14,84.72,842.517,1.0346,3803.7247,4.6709
66,002460,赣锋锂业,18.23,35.89,43.9776,837.0689,0.7508,2331.8053,2.0915
67,688006,杭可科技,17.94,27.07,49.8959,136.6687,,504.7164,
68,002626,金达威,17.87,36.83,57.5249,490.0222,0.7948,1330.3665,2.1579
69,000895,双汇发展,17.8,10.09,21.3603,2385.3323,0.7229,23621.3893,7.1589
70,300792,壹网壹创,17.74,14.06,41.5647,51.238,0.8539,364.2974,6.0716
71,300724,捷佳伟创,17.43,23.63,39.4803,184.4871,0.7686,780.7248,3.253
72,300892,品渥食品,17.35,5.54,38.4774,33.9428,,612.225,
73,600779,水井坊,17.31,20.01,81.138,267.4546,0.5474,1336.1812,2.735
74,600083,*ST博信,17.31,1.21,3.4066,13.4581,0.0585,1107.5408,4.8153
75,600340,华夏幸福,17.11,19.8,45.6694,6926.5701,2.344,34974.3279,11.8358
76,300132,青松股份,17.11,25.96,39.9237,146.3602,0.3792,563.6625,1.4605
77,300803,指南针,17.04,30.84,89.1998,111.2785,0.3196,360.773,1.0364
78,002977,天箭科技,17.02,32.74,47.0268,39.213,,119.7487,
79,301073,君亭酒店,16.95,18.1,36.8794,30.2723,0.5011,167.1793,2.7676
80,603583,捷昌驱动,16.93,22.06,42.1068,105.5878,1.1654,478.4737,5.2811
81,600519,贵州茅台,16.87,47.2,90.9421,15764.1858,12.5491,33396.7099,26.5855
82,603221,爱丽家居,16.81,11.25,23.045,79.3133,,704.7791,
83,600282,南钢股份,16.76,10.58,21.6792,2288.4559,0.5178,21622.3325,4.8932
84,002803,吉宏股份,16.73,8.45,38.3244,81.1331,0.6994,959.1292,8.2683
85,600809,山西汾酒,16.56,18.58,69.6467,937.1554,1.0823,5041.7715,5.8229
86,603610,麒盛科技,16.54,10.44,31.5559,123.8385,,1185.1072,
87,002749,国光股份,16.36,28.49,51.34,138.2086,1.0839,485.0919,3.8046
88,002304,洋河股份,16.36,34.41,71.5006,5004.9918,3.3211,14542.5798,9.65
89,000651,格力电器,16.35,14.07,30.0265,12806.2005,2.1287,90976.1003,15.123
90,603217,元利科技,16.31,18.52,34.6444,125.8626,,679.5128,
91,000333,美的集团,16.31,9.07,27.164,12936.846,1.9516,142623.837,21.5163
92,301001,凯淳股份,16.29,9.52,30.0831,30.374,0.5062,318.8732,5.3145
93,002955,鸿合科技,16.24,5.82,22.7025,105.671,,1813.2185,
94,300802,矩子科技,16.2,25.07,43.739,57.7335,,230.2327,
95,002075,沙钢股份,16.12,8.94,23.7211,647.0773,0.2932,7234.989,3.2785
96,002963,豪尔赛,15.94,19.43,39.5837,85.9243,,442.2057,
97,300839,博汇股份,15.92,19.98,32.4655,58.296,0.7473,291.7248,3.74
98,688556,高测股份,15.88,11.32,44.2673,31.7119,0.5106,280.1254,4.5111
99,300761,立华股份,15.88,16.19,21.0847,538.07,1.4839,3321.7172,9.1608
100,603053,成都燃气,15.74,13.59,25.3303,308.7894,,2271.9562,
101,300757,罗博特科,15.73,10.76,25.439,41.1118,0.6851,381.8723,6.3645
102,600426,华鲁恒升,15.66,24.01,33.1301,1680.0561,1.0368,6997.0692,4.3182
103,002228,合兴包装,15.63,8.49,11.6762,409.6348,0.3502,4820.1566,4.1214
104,300577,开润股份,15.61,9.64,25.3212,83.7096,0.3844,867.9228,3.9864
105,600645,中源协和,15.57,63.7,70.8736,270.2076,0.7036,424.1337,1.1045
106,002709,天赐材料,15.56,47.35,22.8182,445.9985,1.313,941.8066,2.7727
107,002978,安宁股份,15.53,39.11,57.0103,249.4418,,637.663,
108,688357,建龙微纳,15.43,11.71,32.6653,21.1137,0.5724,180.2191,4.8866
109,603658,安图生物,15.29,29.07,66.7204,246.6397,0.5872,848.3035,2.0197
110,600801,华新水泥,15.26,17.4,37.7615,2067.9179,1.3808,11883.0703,7.9348
111,002833,弘亚数控,15.16,26.93,37.237,163.932,1.2116,608.6652,4.4985
112,000789,万年青,15.08,12.56,34.9122,513.8998,0.8378,4090.5798,6.669
113,300848,美瑞新材,15.08,9.09,18.4558,26.873,0.5374,295.5758,5.9115
114,000537,广宇发展,15.05,16.84,31.6967,1668.9197,0.896,9907.8392,5.3195
115,688181,八亿时空,15.03,36.09,57.45,74.604,1.031,206.7098,2.8568
116,600609,金杯汽车,15.01,1.73,12.4839,48.4855,0.0443,2790.4205,2.5537
117,300858,科拓生物,14.93,28.4,48.5153,42.2766,,148.8325,
118,000830,鲁西化工,14.9,16.21,29.0144,1720.1615,1.1742,10607.264,7.2411
119,600567,山鹰国际,14.9,14.27,23.1615,1706.0023,0.3732,11954.0126,2.6155
120,300815,玉禾田,14.89,6.74,19.9011,87.4644,0.8426,1297.6076,12.501
121,002597,金禾实业,14.86,24.06,34.5484,542.8627,0.9621,2255.9969,3.9983
122,603369,今世缘,14.76,36.28,71.9298,856.2871,0.6825,2359.8383,1.881
123,603568,伟明环保,14.75,50.67,61.9872,374.9101,0.5451,739.8848,1.0757
124,603187,海容冷链,14.71,13.37,28.9612,97.8897,1.6314,731.9041,12.1984
125,300788,中信出版,14.69,15.23,40.6354,115.4026,0.8091,757.4269,5.311
126,002976,瑞玛工业,14.69,14.77,33.5687,42.6428,,288.519,
127,600995,文山电力,14.61,26.31,40.9046,283.1338,0.5916,1076.1355,2.2488
128,002952,亚世光电,14.59,16.65,26.8043,41.8757,0.7244,251.4465,4.3502
129,603025,大豪科技,14.54,37.91,50.6064,246.8731,0.3882,651.0697,1.024
130,002035,华帝股份,14.52,10.79,46.5475,342.6665,0.589,3174.3861,5.4565
131,002507,涪陵榨菜,14.43,28.7,55.035,305.2461,0.3867,1063.5202,1.3473
132,000963,华东医药,14.39,8.43,30.4036,1293.3892,0.8869,15324.95,10.5096
133,000848,承德露露,14.35,21.44,52.3793,252.9635,0.2585,1179.6169,1.2054
134,600545,卓郎智能,14.26,7.84,26.8538,363.066,0.1915,4627.086,2.4412
135,300909,汇创达,14.24,18.82,34.3694,24.9236,0.3612,132.3718,1.9184
136,600641,万业企业,14.22,37.58,57.7109,888.3418,1.1019,2363.7475,2.9321
137,002168,惠程科技,14.2,22.28,73.7448,249.8899,0.3045,1121.5177,1.3667
138,600782,新钢股份,14.18,8.56,13.6228,2158.7601,0.6769,25194.7952,7.9012
139,002841,视源股份,14.15,6.19,19.7663,385.2865,0.5919,6218.8973,9.5548
140,603810,丰山集团,14.14,10.67,25.9335,85.5767,1.4262,801.9486,13.3658
141,300121,阳谷华泰,14.13,20.89,35.6378,220.262,0.5871,1054.0959,2.8099
142,002366,台海核电,14.12,44.92,69.9521,436.8719,0.5038,972.3953,1.1214
143,002901,大博医疗,14.1,49.75,82.3596,175.2834,0.438,352.2727,0.8804
144,600887,伊利股份,14.05,8.7,38.6705,3445.8309,0.5668,39588.5197,6.5128
145,002975,博杰股份,14.03,15.82,49.8301,45.4005,,286.9725,
146,000520,长航凤凰,13.95,11.16,24.6614,51.2643,0.0506,459.0672,0.4535
147,600436,片仔癀,13.94,25.68,44.5937,617.533,1.0235,2403.8701,3.9844
148,603700,宁水集团,13.92,13.81,32.967,60.297,0.5142,436.5212,3.7229
149,600596,新安股份,13.9,11.91,24.0691,711.4765,1.0078,5969.9694,8.457
150,002032,苏泊尔,13.9,8.35,30.2317,739.4162,0.9003,8849.1595,10.7753
151,300594,朗进科技,13.87,17.92,40.933,45.286,0.6791,252.6498,3.7889
152,300747,锐科激光,13.87,34.35,50.7942,258.0951,2.0163,751.204,5.8687
153,002932,明德生物,13.86,39.56,78.3745,38.7303,0.7755,97.8958,1.9603
154,002415,海康威视,13.81,19.86,44.4988,4147.3955,0.4494,20875.7582,2.2623
155,000952,广济药业,13.78,29.18,64.9416,116.9372,0.4645,400.7275,1.592
156,600690,海尔智家,13.77,5.48,28.9721,4858.7955,0.7968,88591.6266,14.5294
157,300529,健帆生物,13.69,46.01,84.4438,209.9533,0.5027,456.2824,1.0926
158,002980,华盛昌,13.66,18.57,40.5386,42.8246,,230.5806,
159,603589,口子窖,13.66,33.96,74.3901,733.315,1.2221,2159.1572,3.5985
160,300136,信维通信,13.66,23.94,37.7735,437.1366,0.4447,1825.7157,1.8576
161,002215,诺普信,13.66,12.11,29.9105,284.7733,0.3115,2349.8647,2.5707
162,002001,新和成,13.6,44.25,64.5435,2058.5444,0.958,4651.1699,2.1646
163,600569,安阳钢铁,13.59,6.44,13.2554,1016.7307,0.4247,15767.7424,6.5872
164,001202,炬申股份,13.56,9.73,17.5654,16.9619,0.2546,174.2201,2.6159
165,000736,中交地产,13.5,9.54,37.5825,303.1681,0.68,3177.1049,7.1268
166,600585,海螺水泥,13.49,28.29,44.2272,12942.0893,2.4422,45742.2472,8.6317
167,601869,长飞光纤,13.48,14.35,28.2182,808.6833,1.1855,5631.8966,8.2565
168,002466,天齐锂业,13.44,39.8,72.5409,1309.3905,1.1465,3289.4876,2.8803
169,002555,三七互娱,13.44,24.26,73.1635,801.3789,0.3771,3302.4961,1.5542
170,000759,中百集团,13.43,5.86,21.9561,459.099,0.6741,7825.2508,11.4904
171,300628,亿联网络,13.4,48.8,60.5646,410.1403,1.3731,840.4427,2.8138
172,603682,锦和商业,13.4,21.59,37.3737,81.4833,,377.2436,
173,603444,吉比特,13.39,43.08,91.3179,334.9959,4.6603,777.5917,10.8175
174,000885,城发环境,13.38,30.94,59.8531,287.5897,0.5793,929.2716,1.872
175,605289,罗曼股份,13.38,22.08,38.6233,44.2911,0.6814,200.5345,3.0851
176,601918,新集能源,13.38,16.75,46.471,764.534,0.2951,4561.9779,1.761
177,002941,新疆交建,13.31,13.17,12.9223,229.4566,0.7648,1741.4092,5.8046
178,600857,宁波中百,13.3,5.26,13.2204,25.4937,0.1136,484.1064,2.1581
179,603638,艾迪精密,13.27,24.22,45.0806,121.9941,0.4683,503.6023,1.9333
180,603639,海利尔,13.2,19.24,35.7107,240.4872,1.4196,1249.3852,7.3753
181,600808,马钢股份,13.16,8.55,15.1279,3428.5189,0.4452,40063.0414,5.2025
182,002294,信立泰,13.15,34.83,80.2744,789.6901,0.7549,2267.1014,2.1673
183,300146,汤臣倍健,13.14,32.47,69.1956,704.6071,0.4796,2169.6667,1.4769
184,000596,古井贡酒,13.11,18.65,78.2008,892.4223,1.772,4783.0839,9.4977
185,600486,扬农化工,13.09,18.17,31.1873,562.6699,1.8156,3095.2865,9.988
186,600525,长园集团,13.06,32.24,44.2095,1140.152,0.8607,3536.3615,2.6696
187,600810,神马股份,13.04,6.62,14.3896,379.3395,0.8576,5721.67,12.9367
188,603212,赛伍技术,12.95,13.44,22.6021,132.8945,,988.4969,
189,300833,浩洋股份,12.87,16.5,42.6484,53.0389,,321.4017,
190,002937,兴瑞科技,12.85,10.12,26.3037,48.3241,0.3501,477.1284,3.4574
191,601888,中国中免,12.83,9.1,41.2205,1919.1167,0.9829,21084.7216,10.7989
192,002999,天禾股份,12.83,1.99,11.5448,78.6925,,3943.1002,
193,603986,兆易创新,12.82,21.24,37.8738,235.0563,0.8283,1106.5222,3.8996
194,300812,易天股份,12.82,15.91,44.7091,27.3092,,171.5506,
195,300003,乐普医疗,12.82,27.4,72.7958,809.785,0.4545,2954.63,1.6583
196,603867,新化股份,12.77,7.91,21.3138,89.8642,0.8558,1134.9902,10.8094
197,600729,重庆百货,12.77,3.85,18.4444,695.7657,1.7114,18052.3562,44.4061
198,000568,泸州老窖,12.75,30.63,74.9146,1966.9756,1.3428,6420.3335,4.3832
199,600663,陆家嘴,12.74,27.81,49.2642,1838.6512,0.5469,6610.9463,1.9664
200,603259,药明康德,12.72,28.84,40.0644,1271.8972,1.2206,4409.2072,4.2315
201,601225,陕西煤业,12.71,22.65,54.6781,5944.1579,0.5944,26242.708,2.6242
202,688395,正弦电气,12.69,19.65,38.3753,21.0838,0.3268,107.269,1.663
203,002372,伟星新材,12.66,20.45,46.0597,385.9948,0.2944,1886.8556,1.4393
204,600681,百川能源,12.65,22.01,26.3983,502.3223,0.4869,2281.9573,2.2122
205,300756,金马游乐,12.63,23.73,57.0675,61.5715,2.0523,259.3633,8.6454
206,600298,安琪酵母,12.63,15.11,36.5842,502.7848,0.6101,3326.7614,4.0369
207,002677,浙江美大,12.62,25.92,51.2007,145.7953,0.2256,562.3961,0.8704
208,002508,老板电器,12.62,18.88,53.4229,660.3395,0.6958,3496.6626,3.6844
209,300943,春晖智控,12.61,12.77,28.2327,42.6495,0.754,333.8774,5.903
210,300765,新诺威,12.59,18.04,49.2189,111.3187,,616.7346,
211,603899,晨光文具,12.57,9.89,25.6043,374.6621,0.4072,3786.6319,4.1159
212,600332,白云山,12.54,17.64,32.2735,2618.9997,1.6109,14840.0137,9.1278
213,603357,设计总院,12.54,29.65,48.3246,246.0357,0.7577,829.777,2.5557
214,300497,富祥药业,12.53,21.22,39.6887,132.003,1.1753,621.8624,5.537
215,300567,精测电子,12.51,21.8,49.6088,117.3335,0.7169,538.1845,3.2886
216,000858,五粮液,12.42,33.19,72.8372,7110.2556,1.8317,21421.1812,5.5186
217,603439,贵州三力,12.42,19.07,65.486,57.1645,0.1559,299.6112,0.8173
218,300554,三超新材,12.4,30.01,51.1419,65.5701,0.7005,218.4307,2.3336
219,002008,大族激光,12.39,19.94,39.4526,1018.5979,0.9545,5106.9898,4.786
220,002326,永太科技,12.39,27.98,27.2727,362.271,0.4417,1294.7053,1.5787
221,603156,养元饮品,12.39,31.42,48.8665,1308.1504,1.7366,4163.3861,5.527
222,000631,顺发恒业,12.36,44.9,49.2713,753.4704,0.3097,1677.8504,0.6897
223,300357,我武生物,12.36,47.52,93.9014,103.9403,0.3573,218.7095,0.7518
224,002753,永东股份,12.36,13.32,25.3017,167.9148,0.504,1259.9588,3.7822
225,600688,上海石化,12.32,6.75,21.9972,3524.131,0.3255,52187.64,4.8215
226,002979,雷赛智能,12.23,18.13,43.0024,58.4858,,322.5725,
227,688199,久日新材,12.23,16.19,34.5672,83.8571,1.0552,517.9477,6.5175
228,603113,金能科技,12.22,12.93,19.1597,522.5156,0.773,4038.7886,5.975
229,603595,东尼电子,12.2,18.73,39.6028,100.4886,0.985,536.2627,5.2566
230,003043,华亚智能,12.16,22.31,41.1604,33.8259,,151.6071,
231,300801,泰和科技,12.14,13.55,32.2662,73.5665,,542.7902,
232,300072,三聚环保,12.12,11.86,23.2488,1214.165,0.6715,10234.3578,5.6603
233,600031,三一重工,12.11,12.04,31.6422,3388.559,0.4378,28123.823,3.6342
234,603290,斯达半导,12.11,14.2,31.2834,46.5602,,327.7922,
235,300980,祥源新材,12.1,15.59,35.6277,14.3971,0.2916,92.3235,1.8705
236,000921,海信家电,12.07,3.94,18.3897,802.958,0.5892,20370.7593,14.9485
237,603327,福蓉科技,12.06,15.65,29.1951,71.9253,,459.4332,
238,600763,通策医疗,12.06,19.67,41.8226,134.8616,0.4206,685.2774,2.1372
239,600989,宝丰能源,12.04,23.01,43.1182,1367.4401,0.2357,5941.9214,1.0244
240,002925,盈趣科技,12.03,30.4,43.1284,397.2883,0.8728,1306.7421,2.8709
241,603790,雅运股份,11.94,15.26,30.9884,77.2341,0.6995,505.8627,4.582
242,002174,游族网络,11.92,27.59,57.5733,492.986,0.5548,1786.7873,2.011
243,000338,潍柴动力,11.88,5.33,21.7933,4392.5874,0.5492,82263.9069,10.2865
244,300800,力合科技,11.87,24.06,52.3783,51.9558,,215.8909,
245,002468,申通快递,11.85,13.06,19.1358,867.4951,0.5666,6642.2061,4.339
246,301015,百洋医药,11.84,6.34,33.6555,109.2264,,1721.599,
247,603719,良品铺子,11.79,3.69,29.6294,112.0773,,3035.2871,
248,601155,新城控股,11.76,16.1,38.3521,2538.3285,1.1244,15757.5373,6.9804
249,300444,双杰电气,11.72,20.96,28.6151,165.0427,0.507,787.1499,2.4183
250,603517,绝味食品,11.7,15.11,35.4768,315.1265,0.7686,2085.0013,5.0853
251,600477,杭萧钢构,11.69,14.29,28.4444,352.8241,0.1974,2467.5132,1.381
252,603816,顾家家居,11.69,11.91,35.9822,482.5069,1.1269,4049.0125,9.4571
253,600260,ST凯乐,11.67,7.62,15.1902,614.9975,0.8676,8061.6321,11.3728
254,002553,南方轴承,11.62,42.1,35.475,83.1798,0.239,197.574,0.5677
255,300842,帝科股份,11.62,7.8,20.8403,35.9701,,460.7399,
256,603950,长源东谷,11.58,17.22,31.9696,96.9059,,562.6378,
257,301042,安联锐视,11.54,8.3,20.3093,36.0321,0.6982,434.0432,8.4116
258,603657,春光科技,11.52,20.46,36.4075,44.9574,0.6244,219.7203,3.0516
259,600598,北大荒,11.48,40.79,78.5211,718.8264,0.4043,1762.2395,0.9913
260,600724,宁波富达,11.42,9.14,28.9322,221.0893,0.1529,2418.4188,1.6733
261,600618,氯碱化工,11.39,11.0,15.4437,369.9632,0.3199,3360.3179,2.9058
262,300758,七彩化学,11.37,17.89,36.0628,52.5638,0.657,293.7329,3.6716
263,600867,通化东宝,11.36,36.67,73.739,536.705,0.2613,1463.3624,0.7125
264,300174,元力股份,11.35,7.78,24.1545,71.8141,0.2933,922.8529,3.7698
265,605580,恒盛能源,11.34,9.5,22.8062,16.9707,0.2424,178.6031,2.5514
266,000822,山东海化,11.34,13.92,20.7736,356.9086,0.3987,2562.6708,2.863
267,000661,长春高新,11.33,19.93,84.0481,547.9885,3.2213,2749.2319,16.1612
268,600741,华域汽车,11.3,5.84,13.6114,4773.8489,1.5141,81626.6428,25.8908
269,603228,景旺电子,11.29,17.19,32.6288,391.1245,0.9586,2274.7901,5.5754
270,002061,浙江交科,11.28,6.36,11.97,671.0334,0.5141,10538.8976,8.0743
271,601318,中国平安,11.25,10.86,16.2157,58095.0,3.178,534814.0,29.2563
272,688819,天能股份,11.22,3.48,15.2784,526.7902,0.8565,15126.758,24.5963
273,688057,金达莱,11.2,33.0,65.8322,102.6067,0.4956,310.8926,1.5018
274,600276,恒瑞医药,11.18,24.6,86.6091,1909.7674,0.5186,7760.7495,2.1075
275,601100,恒立液压,11.11,21.41,34.5953,463.4609,0.5254,2163.9716,2.4534
276,300791,仙乐健康,11.11,9.77,33.9906,72.1942,,738.463,
277,000688,国城矿业,11.09,37.26,58.4838,256.1529,0.2252,687.4167,0.6044
278,603995,甬金股份,11.09,1.96,5.9222,138.4721,,7054.7172,
279,600409,三友化工,11.08,11.8,28.5389,1178.7447,0.571,9987.8862,4.8382
280,603165,荣晟环保,11.02,12.25,16.4124,122.7525,0.682,1001.6364,5.5655
281,002043,兔宝宝,11.01,9.97,19.5649,190.1614,0.2204,1905.4536,2.2093
282,300898,熊猫乳品,11.0,17.84,34.8541,46.3049,0.4979,259.4856,2.7901
283,600389,江山股份,11.0,9.22,18.915,183.2292,0.6169,1986.0746,6.6871
284,300415,伊之密,11.0,10.91,35.3328,121.5657,0.2814,1113.9656,2.5786
285,603027,千禾味业,10.98,28.29,43.6115,135.4814,0.4156,478.8395,1.4688
286,300637,扬帆新材,10.98,26.51,43.8513,67.0342,0.5437,252.7938,2.0505
287,603035,常熟汽饰,10.96,39.19,22.2746,267.2188,0.9543,681.7272,2.4347
288,000553,安道麦A,10.96,18.13,34.1989,2362.781,0.9657,13026.258,5.3243
289,300755,华致酒行,10.94,9.7,21.5586,138.1656,0.7955,1423.4738,8.1966
290,002242,九阳股份,10.91,10.16,33.0217,370.0404,0.4821,3639.5891,4.742
291,300753,爱朋医疗,10.9,25.28,75.1405,33.2873,0.5492,131.6611,2.1726
292,300401,花园生物,10.88,47.73,64.9894,153.1439,0.3195,320.8062,0.6693
293,603297,永新光学,10.87,19.55,38.9329,51.2018,0.8127,261.8194,4.1558
294,002815,崇达技术,10.84,15.45,32.6793,280.4671,0.338,1814.628,2.1869
295,603351,威尔药业,10.84,15.0,31.913,61.1534,1.223,407.4533,8.149
296,603103,横店影视,10.83,15.5,25.9921,227.2342,0.5016,1465.3863,3.2348
297,001979,招商蛇口,10.82,33.9,42.7379,7116.803,0.9003,20987.8006,2.6553
298,300668,杰恩设计,10.8,25.07,52.871,39.0994,0.3709,155.8997,1.4791
299,603613,国联股份,10.8,2.84,9.2125,41.5388,0.3933,1459.4542,13.8199
300,603927,中科软,10.79,4.83,24.35,99.7213,0.2613,2064.3751,5.4097
301,603501,韦尔股份,10.78,8.21,28.1334,155.7872,0.3417,1895.4283,4.1583
302,002078,太阳纸业,10.77,11.72,26.924,1228.2011,0.4737,10473.6499,4.0398
303,300809,华辰装备,10.76,33.52,46.4365,50.0368,,149.2421,
304,003017,大洋生物,10.75,12.99,27.6874,38.3007,0.9229,294.6281,7.0994
305,300450,先导智能,10.73,22.69,38.8203,326.8925,0.3707,1440.295,1.6336
306,300413,芒果超媒,10.71,11.48,32.7059,572.6709,1.4281,4985.2763,12.4321
307,603387,基蛋生物,10.7,42.16,80.5122,130.552,0.7017,309.6443,1.6643
308,600231,凌钢股份,10.7,7.42,14.4709,748.8091,0.2702,10084.7828,3.6392
309,000403,派林生物,10.68,15.63,53.2413,66.7132,0.2447,426.5682,1.5649
310,603332,苏州龙杰,10.68,9.38,17.0832,75.8328,0.8501,808.1993,9.0602
311,688218,江苏北人,10.67,13.89,27.4439,26.7864,0.3246,192.7303,2.3361
312,300192,科德教育,10.67,15.33,35.4389,72.3242,0.2981,471.6809,1.9446
313,603305,旭升股份,10.66,26.96,39.6532,132.7758,0.3314,492.4787,1.2293
314,605333,沪光股份,10.65,6.1,16.4643,43.5957,,714.6075,
315,603225,新凤鸣,10.64,5.63,10.3134,811.5942,0.9629,14407.151,17.0943
316,603650,彤程新材,10.63,20.34,38.8677,220.1818,0.3757,1082.2297,1.8468
317,600487,亨通光电,10.6,7.67,20.5662,1171.7537,0.8617,15271.8094,11.2311
318,300836,佰奥智能,10.56,13.42,34.155,21.7261,0.5881,161.8924,4.3823
319,002951,金时科技,10.55,27.01,39.761,84.9134,,314.2729,
320,600325,华发股份,10.53,14.27,25.2532,1346.4193,0.6356,9429.3615,4.4513
321,600056,中国医药,10.51,5.77,22.577,839.5663,0.7857,14529.2867,13.598
